year,title,artist,rank,top_10
2013,Highway Don't Care,Tim McGrawWithTaylor Swift,77,0
2013,That's My Kind Of Night,Luke Bryan,78,0
2013,Swimming Pools (Drank),Kendrick Lamar,79,0
2013,Sure Be Cool If You Did,Blake Shelton,80,0
2013,#Beautiful,Mariah CareyFeaturingMiguel,81,0
2013,Troublemaker,Olly MursFeaturingFlo Rida,82,0
2013,Body Party,Ciara,83,0
2013,Adorn,Miguel,84,0
2013,Hall Of Fame,The ScriptFeaturingwill.i.am,85,0
2013,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,86,0
2013,U.O.E.N.O.,Rocko FeaturingFuture&Rick Ross,87,0
2013,Next To Me,Emeli Sande,88,0
2013,Mama's Broken Heart,Miranda Lambert,89,0
2013,It Goes Like This,Thomas Rhett,90,0
2013,Bugatti,Ace HoodFeaturingFuture&Rick Ross,91,0
2013,Wanted,Hunter Hayes,92,0
2013,Downtown,Lady Antebellum,93,0
2013,Get Your Shine On,Florida Georgia Line,94,0
2013,#thatPOWER,will.i.amFeaturingJustin Bieber,95,0
2013,Brave,Sara Bareilles,96,0
2013,Let Her Go,Passenger,97,0
2013,Runnin' Outta Moonlight,Randy Houser,98,0
2013,I'm Different,2 Chainz,99,0
2013,Still Into You,Paramore,100,0
2014,Happy,Pharrell Williams,1,1
2014,Dark Horse,Katy PerryFeaturingJuicy J,2,1
2014,All Of Me,John Legend,3,1
2014,Fancy,Iggy AzaleaFeaturingCharli xcx,4,1
2014,Counting Stars,OneRepublic,5,1
2014,Talk Dirty,Jason DeruloFeaturing2 Chainz,6,1
2014,Rude,MAGIC!,7,1
2014,All About That Bass,Meghan Trainor,8,1
2014,Problem,Ariana GrandeFeaturingIggy Azalea,9,1
2014,Stay With Me,Sam Smith,10,1
2014,Timber,PitbullFeaturing Ke$ha,11,0
2014,Pompeii,Bastille,12,0
2014,Shake It Off,Taylor Swift,13,0
2014,Am I Wrong,Nico & Vinz,14,0
2014,Turn Down For What,DJ Snake&Lil Jon,15,0
2014,The Monster,EminemFeaturingRihanna,16,0
2014,Say Something,A Great Big World&Christina Aguilera,17,0
2014,Team,Lorde,18,0
2014,Let Her Go,Passenger,19,0
2014,Royals,Lorde,20,0
2014,Let It Go,Idina Menzel,21,0
2014,Wake Me Up!,Avicii,22,0
2014,Demons,Imagine Dragons,23,0
2014,Story Of My Life,One Direction,24,0
2014,Chandelier,Sia,25,0
2014,Black Widow,Iggy AzaleaFeaturingRita Ora,26,0
2014,Bang Bang,"Jessie J,Ariana Grande&Nicki Minaj",27,0
2014,Latch,DisclosureFeaturingSam Smith,28,0
2014,Maps,Maroon 5,29,0
2014,Loyal,Chris BrownFeaturingLil Wayne&French MontanaOrToo $hortOrTyga,30,0
2014,Best Day Of My Life,American Authors,31,0
2014,Habits (Stay High),Tove Lo,32,0
2014,Summer,Calvin Harris,33,0
2014,Boom Clap,Charli xcx,34,0
2014,Drunk In Love,Beyonce Featuring Jay Z,35,0
2014,Anaconda,Nicki Minaj,36,0
2014,Break Free,Ariana GrandeFeaturingZedd,37,0
2014,Bailando,Enrique IglesiasFeaturingDescemer Bueno&Gente De Zona,38,0
2014,Burn,Ellie Goulding,39,0
2014,Wiggle,Jason DeruloFeaturingSnoop Dogg,40,0
2014,Rather Be,Clean BanditFeaturingJess Glynne,41,0
2014,Don't Tell 'Em,JeremihFeaturingYG,42,0
2014,Show Me,Kid InkFeaturingChris Brown,43,0
2014,Wrecking Ball,Miley Cyrus,44,0
2014,Not A Bad Thing,Justin Timberlake,45,0
2014,Roar,Katy Perry,46,0
2014,Ain't It Fun,Paramore,47,0
2014,The Man,Aloe Blacc,48,0
2014,This Is How We Roll,Florida Georgia LineFeaturingLuke Bryan,49,0
2014,Classic,MKTO,50,0
2014,A Sky Full Of Stars,Coldplay,51,0
2014,Don't,Ed Sheeran,52,0
2014,Na Na,Trey Songz,53,0
2014,Hot Boy,Bobby Shmurda,54,0
2014,"Hold On, We're Going Home",DrakeFeaturingMajid Jordan,55,0
2014,Sing,Ed Sheeran,56,0
2014,Radioactive,Imagine Dragons,57,0
2014,My Hitta,YGFeaturingJeezy& Rich Homie Quan,58,0
2014,Cool Kids,Echosmith,59,0
2014,Hey Brother,Avicii,60,0
2014,Trumpets,Jason Derulo,61,0
2014,Animals,Maroon 5,62,0
2014,Burnin' It Down,Jason Aldean,63,0
2014,Play It Again,Luke Bryan,64,0
2014,2 On,TinasheFeaturingScHoolboy Q,65,0
2014,Dirt,Florida Georgia Line,66,0
2014,Love Runs Out,OneRepublic,67,0
2014,Bottoms Up,Brantley Gilbert,68,0
2014,Shower,Becky G,69,0
2014,Me And My Broken Heart,Rixton,70,0
2014,Animals,Martin Garrix,71,0
2014,Lifestyle,Rich Gang FeaturingYoung Thug& Rich Homie Quan,72,0
2014,American Kids,Kenny Chesney,73,0
2014,Brave,Sara Bareilles,74,0
2014,Sweater Weather,The Neighbourhood,75,0
2014,Leave The Night On,Sam Hunt,76,0
2014,New Flame,Chris BrownFeaturingUsher&Rick Ross,77,0
2014,Love Never Felt So Good,Michael Jackson &Justin Timberlake,78,0
2014,Drunk On A Plane,Dierks Bentley,79,0
2014,Birthday,Katy Perry,80,0
2014,Bartender,Lady Antebellum,81,0
2014,La La La,Naughty Boy FeaturingSam Smith,82,0
2014,Blurred Lines,Robin ThickeFeaturing T.I. + Pharrell,83,0
2014,Do What U Want,Lady GagaFeaturingR. Kelly,84,0
2014,Can't Remember To Forget You,ShakiraFeaturingRihanna,85,0
2014,Amnesia,5 Seconds of Summer,86,0
2014,No Mediocre,T.I. FeaturingIggy Azalea,87,0
2014,Come With Me Now,KONGOS,88,0
2014,Believe Me,Lil WayneFeaturingDrake,89,0
2014,23,"Mike Will Made-ItFeaturingMiley Cyrus,Wiz Khalifa&Juicy J",90,0
2014,Beachin',Jake Owen,91,0
2014,White Walls,Macklemore & Ryan Lewis FeaturingScHoolboy Q&Hollis,92,0
2014,She Looks So Perfect,5 Seconds of Summer,93,0
2014,Stay The Night,ZeddFeaturingHayley Williams,94,0
2014,Partition,Beyonce,95,0
2014,Studio,ScHoolboy QFeaturingBJ the Chicago Kid,96,0
2014,0 To 100 / The Catch Up,Drake,97,0
2014,I Don't Dance,Lee Brice,98,0
2014,Somethin' Bad,Miranda LambertDuet WithCarrie Underwood,99,0
2014,Adore You,Miley Cyrus,100,0
2015,Uptown Funk!,Mark RonsonFeaturingBruno Mars,1,1
2015,Thinking Out Loud,Ed Sheeran,2,1
2015,See You Again,Wiz KhalifaFeaturingCharlie Puth,3,1
2015,Trap Queen,Fetty Wap,4,1
2015,Sugar,Maroon 5,5,1
2015,Shut Up And Dance,Walk the Moon,6,1
2015,Blank Space,Taylor Swift,7,1
2015,Watch Me,Silento,8,1
2015,Earned It (Fifty Shades Of Grey),The Weeknd,9,1
2015,The Hills,The Weeknd,10,1
2015,Cheerleader,OMI,11,0
2015,Can't Feel My Face,The Weeknd,12,0
2015,Love Me Like You Do,Ellie Goulding,13,0
2015,Take Me To Church,Hozier,14,0
2015,Bad Blood,Taylor SwiftFeaturingKendrick Lamar,15,0
2015,Lean On,Major LazerXDJ SnakeFeaturingMo,16,0
2015,Want To Want Me,Jason Derulo,17,0
2015,Shake It Off,Taylor Swift,18,0
2015,Where Are U Now,Skrillex&DiploWithJustin Bieber,19,0
2015,Fight Song,Rachel Platten,20,0
2015,679,Fetty WapFeaturingRemy Boyz,21,0
2015,Lips Are Movin,Meghan Trainor,22,0
2015,Worth It,Fifth HarmonyFeaturingKid Ink,23,0
2015,Post To Be,OmarionFeaturingChris Brown&Jhene Aiko,24,0
2015,"Honey, I'm Good.",Andy Grammer,25,0
2015,I'm Not The Only One,Sam Smith,26,0
2015,Good For You,Selena GomezFeaturingA$AP Rocky,27,0
2015,All About That Bass,Meghan Trainor,28,0
2015,Style,Taylor Swift,29,0
2015,Hotline Bling,Drake,30,0
2015,Hey Mama,"David GuettaFeaturingNicki Minaj,Bebe Rexha&Afrojack",31,0
2015,G.D.F.R.,Flo RidaFeaturingSage The Gemini&Lookas,32,0
2015,What Do You Mean?,Justin Bieber,33,0
2015,Photograph,Ed Sheeran,34,0
2015,Hello,Adele,35,0
2015,Stitches,Shawn Mendes,36,0
2015,Talking Body,Tove Lo,37,0
2015,Jealous,Nick Jonas,38,0
2015,Time Of Our Lives,Pitbull&Ne-Yo,39,0
2015,Locked Away,R. CityFeaturingAdam Levine,40,0
2015,Somebody,Natalie La Rose FeaturingJeremih,41,0
2015,FourFiveSeconds,Rihanna&Kanye West&Paul McCartney,42,0
2015,Centuries,Fall Out Boy,43,0
2015,My Way,Fetty WapFeaturing Monty,44,0
2015,Take Your Time,Sam Hunt,45,0
2015,Animals,Maroon 5,46,0
2015,I Don't F**k With You,Big SeanFeaturingE-40,47,0
2015,B**** Better Have My Money,Rihanna,48,0
2015,Flex (Ooh Ooh Ooh),Rich Homie Quan,49,0
2015,Nasty Freestyle,T-Wayne,50,0
2015,Only,"Nicki MinajFeaturingDrake,Lil Wayne&Chris Brown",51,0
2015,Elastic Heart,Sia,52,0
2015,Cool For The Summer,Demi Lovato,53,0
2015,Renegades,X Ambassadors,54,0
2015,I Don't Mind,UsherFeaturingJuicy J,55,0
2015,Love Me Harder,Ariana Grande&The Weeknd,56,0
2015,Wildest Dreams,Taylor Swift,57,0
2015,Stay With Me,Sam Smith,58,0
2015,You Know You Like It,DJ Snake&AlunaGeorge,59,0
2015,Uma Thurman,Fall Out Boy,60,0
2015,7/11,Beyonce,61,0
2015,The Heart Wants What It Wants,Selena Gomez,62,0
2015,Girl Crush,Little Big Town,63,0
2015,Slow Motion,Trey Songz,64,0
2015,Drag Me Down,One Direction,65,0
2015,Truffle Butter,Nicki MinajFeaturingDrake&Lil Wayne,66,0
2015,One Last Time,Ariana Grande,67,0
2015,Chains,Nick Jonas,68,0
2015,All Eyes On You,Meek MillFeaturingChris Brown&Nicki Minaj,69,0
2015,No Type,Rae Sremmurd,70,0
2015,Riptide,Vance Joy,71,0
2015,Classic Man,JidennaFeaturingRoman Gianarthur,72,0
2015,Ex's & Oh's,Elle King,73,0
2015,Dear Future Husband,Meghan Trainor,74,0
2015,Marvin Gaye,Charlie PuthFeaturingMeghan Trainor,75,0
2015,Like I'm Gonna Lose You,Meghan TrainorFeaturingJohn Legend,76,0
2015,Habits (Stay High),Tove Lo,77,0
2015,The Hanging Tree,James Newton HowardFeaturing Jennifer Lawrence,78,0
2015,CoCo,O.T. Genasis,79,0
2015,Bang Bang,"Jessie J,Ariana Grande&Nicki Minaj",80,0
2015,Lay Me Down,Sam Smith,81,0
2015,Tuesday,I Love MakonnenFeaturingDrake,82,0
2015,Hit The Quan,iLoveMemphis,83,0
2015,Downtown,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel,Kool Moe Dee&Grandmaster Caz",84,0
2015,House Party,Sam Hunt,85,0
2015,Ayo,Chris Brown&Tyga,86,0
2015,Kick The Dust Up,Luke Bryan,87,0
2015,Blessings,Big SeanFeaturingDrake,88,0
2015,Budapest,George Ezra,89,0
2015,Chandelier,Sia,90,0
2015,Heartbeat Song,Kelly Clarkson,91,0
2015,Don't,Ed Sheeran,92,0
2015,Ghost,Ella Henderson,93,0
2015,Here,Alessia Cara,94,0
2015,Waves,Mr. Probz,95,0
2015,El Perdon (Forgiveness),Nicky Jam&Enrique Iglesias,96,0
2015,She Knows,Ne-YoFeaturingJuicy J,97,0
2015,Night Changes,One Direction,98,0
2015,Back To Back,Drake,99,0
2015,How Deep Is Your Love,Calvin Harris& Disciples,100,0
2016,Love Yourself,Justin Bieber,1,1
2016,Sorry,Justin Bieber,2,1
2016,One Dance,DrakeFeaturingWizkid&Kyla,3,1
2016,Work,RihannaFeaturingDrake,4,1
2016,Stressed Out,Twenty One Pilots,5,1
2016,Panda,Desiigner,6,1
2016,Hello,Adele,7,1
2016,Don't Let Me Down,The ChainsmokersFeaturingDaya,8,1
2016,Can't Stop The Feeling!,Justin Timberlake,9,1
2016,Closer,The ChainsmokersFeaturingHalsey,10,1
2016,Cheap Thrills,SiaFeaturingSean Paul,11,0
2016,7 Years,Lukas Graham,12,0
2016,Needed Me,Rihanna,13,0
2016,My House,Flo Rida,14,0
2016,I Took A Pill In Ibiza,Mike Posner,15,0
2016,Work From Home,Fifth HarmonyFeaturingTy Dolla $ign,16,0
2016,This Is What You Came For,Calvin HarrisFeaturingRihanna,17,0
2016,Cake By The Ocean,DNCE,18,0
2016,"Me, Myself & I",G-EazyxBebe Rexha,19,0
2016,Ride,Twenty One Pilots,20,0
2016,Heathens,Twenty One Pilots,21,0
2016,Pillowtalk,ZAYN,22,0
2016,Stitches,Shawn Mendes,23,0
2016,Hotline Bling,Drake,24,0
2016,Cold Water,Major LazerFeaturingJustin Bieber&Mo,25,0
2016,Send My Love (To Your New Lover),Adele,26,0
2016,Roses,The ChainsmokersFeaturingROZES,27,0
2016,Treat You Better,Shawn Mendes,28,0
2016,Too Good,DrakeFeaturingRihanna,29,0
2016,Low Life,FutureFeaturingThe Weeknd,30,0
2016,What Do You Mean?,Justin Bieber,31,0
2016,The Hills,The Weeknd,32,0
2016,Just Like Fire,P!nk,33,0
2016,Broccoli,D.R.A.M. FeaturingLil Yachty,34,0
2016,Don't,Bryson Tiller,35,0
2016,Dangerous Woman,Ariana Grande,36,0
2016,Jumpman,Drake&Future,37,0
2016,I Hate U I Love U,GnashFeaturing Olivia O'Brien,38,0
2016,Here,Alessia Cara,39,0
2016,Same Old Love,Selena Gomez,40,0
2016,Controlla,Drake,41,0
2016,Like I'm Gonna Lose You,Meghan TrainorFeaturingJohn Legend,42,0
2016,One Call Away,Charlie Puth,43,0
2016,Let It Go,James Bay,44,0
2016,No,Meghan Trainor,45,0
2016,Never Forget You,Zara Larsson&MNEK,46,0
2016,Let Me Love You,DJ SnakeFeaturingJustin Bieber,47,0
2016,Don't Mind,Kent Jones,48,0
2016,H.O.L.Y.,Florida Georgia Line,49,0
2016,We Don't Talk Anymore,Charlie PuthFeaturingSelena Gomez,50,0
2016,Into You,Ariana Grande,51,0
2016,Gold,Kiiara,52,0
2016,Exchange,Bryson Tiller,53,0
2016,679,Fetty WapFeaturingRemy Boyz,54,0
2016,Oui,Jeremih,55,0
2016,Hands To Myself,Selena Gomez,56,0
2016,2 Phones,Kevin Gates,57,0
2016,Starboy,The WeekndFeaturingDaft Punk,58,0
2016,For Free,DJ KhaledFeaturingDrake,59,0
2016,Never Be Like You,FlumeFeaturing Kai,60,0
2016,In The Night,The Weeknd,61,0
2016,Me Too,Meghan Trainor,62,0
2016,Ex's & Oh's,Elle King,63,0
2016,Die A Happy Man,Thomas Rhett,64,0
2016,White Iverson,Post Malone,65,0
2016,Close,Nick JonasFeaturingTove Lo,66,0
2016,Unsteady,X Ambassadors,67,0
2016,Sucker For Pain,"Lil Wayne,Wiz Khalifa&Imagine DragonsWithLogic&Ty Dolla $ignFeat.X Ambassadors",68,0
2016,Down In The DM,Yo GottiFeaturingNicki Minaj,69,0
2016,Luv,Tory Lanez,70,0
2016,Sorry,Beyonce,71,0
2016,Can't Feel My Face,The Weeknd,72,0
2016,Hymn For The Weekend,Coldplay,73,0
2016,Say It,Tory Lanez,74,0
2016,Antidote,Travis Scott,75,0
2016,Lost Boy,Ruth B,76,0
2016,Side To Side,Ariana GrandeFeaturingNicki Minaj,77,0
2016,"Sit Still, Look Pretty",Daya,78,0
2016,Wildest Dreams,Taylor Swift,79,0
2016,Middle,DJ SnakeFeaturingBipolar Sunshine,80,0
2016,On My Mind,Ellie Goulding,81,0
2016,Pop Style,DrakeFeaturing The Throne,82,0
2016,When We Were Young,Adele,83,0
2016,Hide Away,Daya,84,0
2016,Lean On,Major LazerXDJ SnakeFeaturingMo,85,0
2016,I Know What You Did Last Summer,Shawn Mendes&Camila Cabello,86,0
2016,Watch Me,Silento,87,0
2016,Back To Sleep,Chris Brown,88,0
2016,No Limit,UsherFeaturingYoung Thug,89,0
2016,Cut It,O.T. GenasisFeaturingYoung Dolph,90,0
2016,Really Really,Kevin Gates,91,0
2016,All In My Head (Flex),Fifth HarmonyFeaturingFetty Wap,92,0
2016,Starving,Hailee Steinfeld&GreyFeaturingZedd,93,0
2016,Adventure Of A Lifetime,Coldplay,94,0
2016,Humble And Kind,Tim McGraw,95,0
2016,Wicked,Future,96,0
2016,Tiimmy Turner,Desiigner,97,0
2016,See You Again,Wiz KhalifaFeaturingCharlie Puth,98,0
2016,Perfect,One Direction,99,0
2017,Shape Of You,Ed Sheeran,1,1
2017,Despacito,Luis Fonsi&Daddy YankeeFeaturingJustin Bieber,2,1
2017,That's What I Like,Bruno Mars,3,1
2017,Humble.,Kendrick Lamar,4,1
2017,Something Just Like This,The Chainsmokers&Coldplay,5,1
2017,Bad And Boujee,MigosFeaturingLil Uzi Vert,6,1
2017,Closer,The ChainsmokersFeaturingHalsey,7,1
2017,Body Like A Back Road,Sam Hunt,8,1
2017,Believer,Imagine Dragons,9,1
2017,Congratulations,Post MaloneFeaturingQuavo,10,1
2017,Say You Won't Let Go,James Arthur,11,0
2017,I'm The One,"DJ KhaledFeaturingJustin Bieber,Quavo,Chance the Rapper&Lil Wayne",12,0
2017,XO TOUR Llif3,Lil Uzi Vert,13,0
2017,Mask Off,Future,14,0
2017,Unforgettable,French MontanaFeaturingSwae Lee,15,0
2017,24K Magic,Bruno Mars,16,0
2017,Stay,Zedd&Alessia Cara,17,0
2017,Wild Thoughts,DJ KhaledFeaturingRihanna&Bryson Tiller,18,0
2017,Black Beatles,Rae SremmurdFeaturingGucci Mane,19,0
2017,Starboy,The WeekndFeaturingDaft Punk,20,0
2017,Location,Khalid,21,0
2017,Attention,Charlie Puth,22,0
2017,There's Nothing Holdin' Me Back,Shawn Mendes,23,0
2017,Bodak Yellow (Money Moves),Cardi B,24,0
2017,Redbone,Childish Gambino,25,0
2017,I Don't Wanna Live Forever (Fifty Shades Darker),ZAYN/Taylor Swift,26,0
2017,It Ain't Me,KygoxSelena Gomez,27,0
2017,iSpy,KyleFeaturingLil Yachty,28,0
2017,Issues,Julia Michaels,29,0
2017,Scars To Your Beautiful,Alessia Cara,30,0
2017,1-800-273-8255,LogicFeaturingAlessia Cara&Khalid,31,0
2017,Slow Hands,Niall Horan,32,0
2017,Love On The Brain,Rihanna,33,0
2017,I Feel It Coming,The WeekndFeaturingDaft Punk,34,0
2017,Bounce Back,Big Sean,35,0
2017,Strip That Down,Liam PayneFeaturingQuavo,36,0
2017,Fake Love,Drake,37,0
2017,Don't Wanna Know,Maroon 5FeaturingKendrick Lamar,38,0
2017,Look What You Made Me Do,Taylor Swift,39,0
2017,Castle On The Hill,Ed Sheeran,40,0
2017,Bad Things,Machine Gun Kelly xCamila Cabello,41,0
2017,Paris,The Chainsmokers,42,0
2017,Side To Side,Ariana GrandeFeaturingNicki Minaj,43,0
2017,Rockabye,Clean BanditFeaturingSean Paul&Anne-Marie,44,0
2017,Feel It Still,Portugal. The Man,45,0
2017,Let Me Love You,DJ SnakeFeaturingJustin Bieber,46,0
2017,Sorry Not Sorry,Demi Lovato,47,0
2017,Bank Account,21 Savage,48,0
2017,Can't Stop The Feeling!,Justin Timberlake,49,0
2017,Mi Gente,J Balvin&Willy WilliamFeaturing Beyonce,50,0
2017,Thunder,Imagine Dragons,51,0
2017,T-Shirt,Migos,52,0
2017,Rake It Up,Yo GottiFeaturingNicki Minaj,53,0
2017,Mercy,Shawn Mendes,54,0
2017,Tunnel Vision,Kodak Black,55,0
2017,Rockstar,Post MaloneFeaturing21 Savage,56,0
2017,In Case You Didn't Know,Brett Young,57,0
2017,Heathens,Twenty One Pilots,58,0
2017,Now Or Never,Halsey,59,0
2017,Caroline,Amine,60,0
2017,Rolex,Ayo & Teo,61,0
2017,DNA.,Kendrick Lamar,62,0
2017,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,63,0
2017,Swang,Rae Sremmurd,64,0
2017,Passionfruit,Drake,65,0
2017,Loyalty.,Kendrick LamarFeaturingRihanna,66,0
2017,Praying,Kesha,67,0
2017,Goosebumps,Travis Scott,68,0
2017,Cold,Maroon 5FeaturingFuture,69,0
2017,Broccoli,D.R.A.M. FeaturingLil Yachty,70,0
2017,Slide,Calvin HarrisFeaturingFrank Ocean&Migos,71,0
2017,What Ifs,Kane BrownFeaturingLauren Alaina,72,0
2017,Chained To The Rhythm,Katy PerryFeaturingSkip Marley,73,0
2017,Feels,"Calvin HarrisFeaturingPharrell Williams,Katy Perry&Big Sean",74,0
2017,All Time Low,Jon Bellion,75,0
2017,Hurricane,Luke Combs,76,0
2017,Too Good At Goodbyes,Sam Smith,77,0
2017,Young Dumb & Broke,Khalid,78,0
2017,Magnolia,Playboi Carti,79,0
2017,Love Galore,SZAFeaturingTravis Scott,80,0
2017,Drowning,A Boogie wit da HoodieFeaturingKodak Black,81,0
2017,Starving,Hailee Steinfeld&GreyFeaturingZedd,82,0
2017,Both,Gucci ManeFeaturingDrake,83,0
2017,What About Us,P!nk,84,0
2017,Swalla,Jason DeruloFeaturingNicki Minaj&Ty Dolla $ign,85,0
2017,Slippery,MigosFeaturingGucci Mane,86,0
2017,Sign Of The Times,Harry Styles,87,0
2017,Water Under The Bridge,Adele,88,0
2017,Malibu,Miley Cyrus,89,0
2017,Down,Marian Hill,90,0
2017,No Promises,Cheat CodesFeaturingDemi Lovato,91,0
2017,Treat You Better,Shawn Mendes,92,0
2017,I Get The Bag,Gucci ManeFeaturingMigos,93,0
2017,Small Town Boy,Dustin Lynch,94,0
2017,Everyday We Lit,Yfn LucciFeaturingPnB Rock,95,0
2017,Havana,Camila CabelloFeaturingYoung Thug,96,0
2017,What Lovers Do,Maroon 5FeaturingSZA,97,0
2017,Do Re Mi,Blackbear,98,0
2017,Look At Me!,XXXTENTACION,99,0
2017,The Fighter,Keith UrbanFeaturingCarrie Underwood,100,0
2018,God's Plan,Drake,1,1
2018,Perfect,Ed Sheeran,2,1
2018,Meant To Be,Bebe Rexha&Florida Georgia Line,3,1
2018,Havana,Camila CabelloFeaturingYoung Thug,4,1
2018,Rockstar,Post MaloneFeaturing21 Savage,5,1
2018,Psycho,Post MaloneFeaturingTy Dolla $ign,6,1
2018,I Like It,"Cardi B,Bad Bunny&J Balvin",7,1
2018,The Middle,"Zedd,Maren Morris&Grey",8,1
2018,In My Feelings,Drake,9,1
2018,Girls Like You,Maroon 5FeaturingCardi B,10,1
2018,Nice For What,Drake,11,0
2018,Lucid Dreams,Juice WRLD,12,0
2018,Better Now,Post Malone,13,0
2018,Finesse,Bruno Mars&Cardi B,14,0
2018,Boo'd Up,Ella Mai,15,0
2018,New Rules,Dua Lipa,16,0
2018,Sad!,XXXTENTACION,17,0
2018,Never Be The Same,Camila Cabello,18,0
2018,Love Lies,Khalid&Normani,19,0
2018,No Tears Left To Cry,Ariana Grande,20,0
2018,Mine,Bazzi,21,0
2018,Thunder,Imagine Dragons,22,0
2018,Look Alive,BlocBoy JB FeaturingDrake,23,0
2018,Delicate,Taylor Swift,24,0
2018,Yes Indeed,Lil Baby&Drake,25,0
2018,Friends,Marshmello&Anne-Marie,26,0
2018,Bad At Love,Halsey,27,0
2018,Taste,TygaFeaturingOffset,28,0
2018,Let You Down,NF,29,0
2018,No Limit,G-EazyFeaturingA$AP Rocky&Cardi B,30,0
2018,FEFE,6ix9ineFeaturingNicki Minaj& Murda Beatz,31,0
2018,Tequila,Dan + Shay,32,0
2018,Feel It Still,Portugal. The Man,33,0
2018,MotorSport,"Migos,Nicki Minaj&Cardi B",34,0
2018,I Like Me Better,Lauv,35,0
2018,Youngblood,5 Seconds of Summer,36,0
2018,Whatever It Takes,Imagine Dragons,37,0
2018,Ric Flair Drip,Offset&Metro Boomin,38,0
2018,I Fall Apart,Post Malone,39,0
2018,Pray For Me,The Weeknd&Kendrick Lamar,40,0
2018,Back To You,Selena Gomez,41,0
2018,Sicko Mode,Travis Scott,42,0
2018,Walk It Talk It,MigosFeaturingDrake,43,0
2018,Gucci Gang,Lil Pump,44,0
2018,Him & I,G-Eazy&Halsey,45,0
2018,In My Blood,Shawn Mendes,46,0
2018,All The Stars,Kendrick Lamar&SZA,47,0
2018,Stir Fry,Migos,48,0
2018,Too Good At Goodbyes,Sam Smith,49,0
2018,Love.,Kendrick LamarFeaturing Zacari,50,0
2018,This Is America,Childish Gambino,51,0
2018,Nonstop,Drake,52,0
2018,Heaven,Kane Brown,53,0
2018,Bodak Yellow (Money Moves),Cardi B,54,0
2018,Freaky Friday,Lil DickyFeaturingChris Brown,55,0
2018,Gummo,6ix9ine,56,0
2018,Plug Walk,Rich The Kid,57,0
2018,Wait,Maroon 5,58,0
2018,Be Careful,Cardi B,59,0
2018,Wolves,Selena GomezXMarshmello,60,0
2018,Bartier Cardi,Cardi BFeaturing21 Savage,61,0
2018,God Is A Woman,Ariana Grande,62,0
2018,Big Bank,"YGFeaturing2 Chainz,Big Sean&Nicki Minaj",63,0
2018,Sorry Not Sorry,Demi Lovato,64,0
2018,How Long,Charlie Puth,65,0
2018,Lights Down Low,MAX FeaturingGnash,66,0
2018,Young Dumb & Broke,Khalid,67,0
2018,One Kiss,Calvin Harris&Dua Lipa,68,0
2018,Natural,Imagine Dragons,69,0
2018,You Make It Easy,Jason Aldean,70,0
2018,Shape Of You,Ed Sheeran,71,0
2018,I Get The Bag,Gucci ManeFeaturingMigos,72,0
2018,No Brainer,"DJ KhaledFeaturingJustin Bieber,Chance the Rapper&Quavo",73,0
2018,Plain Jane,A$AP FergFeaturingNicki Minaj,74,0
2018,Sky Walker,MiguelFeaturingTravis Scott,75,0
2018,Marry Me,Thomas Rhett,76,0
2018,Eastside,"Benny Blanco,Halsey&Khalid",77,0
2018,Call Out My Name,The Weeknd,78,0
2018,King's Dead,"Jay Rock,Kendrick Lamar,Future&James Blake",79,0
2018,Happier,Marshmello&Bastille,80,0
2018,Te Bote,"Casper Magico,Nio Garcia,Darell,Nicky Jam,Ozuna&Bad Bunny",81,0
2018,Simple,Florida Georgia Line,82,0
2018,Lemon,N*E*R*D &Rihanna,83,0
2018,1-800-273-8255,LogicFeaturingAlessia Cara&Khalid,84,0
2018,Say Something,Justin TimberlakeFeaturingChris Stapleton,85,0
2018,I'm Upset,Drake,86,0
2018,Get Along,Kenny Chesney,87,0
2018,Moonlight,XXXTENTACION,88,0
2018,What Lovers Do,Maroon 5FeaturingSZA,89,0
2018,X,Nicky JamxJ Balvin,90,0
2018,Outside Today,YoungBoy Never Broke Again,91,0
2018,Trip,Ella Mai,92,0
2018,Dura,Daddy Yankee,93,0
2018,Changes,XXXTENTACION,94,0
2018,Mercy,Brett Young,95,0
2018,One Number Away,Luke Combs,96,0
2018,Powerglide,Rae Sremmurd&Juicy J,97,0
2018,IDGAF,Dua Lipa,98,0
2018,Mi Gente,J Balvin&Willy WilliamFeaturing Beyonce,99,0
2018,Believer,Imagine Dragons,100,0
2019,Old Town Road,Lil Nas XFeaturingBilly Ray Cyrus,1,1
2019,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone&Swae Lee,2,1
2019,Without Me,Halsey,3,1
2019,Bad Guy,Billie Eilish,4,1
2019,Wow.,Post Malone,5,1
2019,Happier,Marshmello&Bastille,6,1
2019,7 Rings,Ariana Grande,7,1
2019,Talk,Khalid,8,1
2019,Sicko Mode,Travis Scott,9,1
2019,Sucker,Jonas Brothers,10,1
2019,High Hopes,Panic! At The Disco,11,0
2019,"Thank U, Next",Ariana Grande,12,0
2019,Truth Hurts,Lizzo,13,0
2019,Dancing With A Stranger,Sam Smith&Normani,14,0
2019,Senorita,Shawn Mendes&Camila Cabello,15,0
2019,I Don't Care,Ed Sheeran&Justin Bieber,16,0
2019,Eastside,"Benny Blanco,Halsey&Khalid",17,0
